id,chain_id,uid,schema,resolver,revocable,last_block_indexed
fade4102-c15d-5682-b868-4165156a1ee6,11155111,0x2f4f575d5df78ac52e8b124c4c900ec4c540f1d44f5b8825fac0af5308c91449,,,,6098991
